Accession,Entry,Description,CON 1,CON 2,CON 3,CON 4,CON 5,CON 6,HCM 1,HCM 2,HCM 3,HCM 4,HCM 5,HCM 6,HCM 7,HCM 8,HCM 9,HCM 10,HCM 11,CONTROL,CV,% proteome,HCM,CV,% proteome,HCM to CONTROL ratio (%),Tissue,Ome,Species
KCRU_HUMAN,P12532,Creatine kinase U type mitochondrial OS Homo sapiens GN CKMT1A PE 1 SV 1,26.3313,4.4682,48.7808,13.5248,49.7794,8.3784,11.0334,23.9995,26.0895,57.0902,0,0,22.7415,5.4739,27.069,32.9082,7.3368,25.21048333,72.61096065,#DIV/0!,19.43109091,83.57681302,#DIV/0!,77.07543982,HEART,PROT,HUMAN
KCTD2_HUMAN,Q14681,BTB POZ domain containing protein KCTD2 OS Homo sapiens GN KCTD2 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2428,0,#DIV/0!,#DIV/0!,0.476618182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KI16B_HUMAN,Q96L93,Kinesin like protein KIF16B OS Homo sapiens GN KIF16B PE 1 SV 2,0,0,0,0,0,0,0,0,0,11.2403,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.021845455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KI3S1_HUMAN,Q14943,Killer cell immunoglobulin like receptor 3DS1 OS Homo sapiens GN KIR3DS1 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,2.3333,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.212118182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KINH_HUMAN,P33176,Kinesin 1 heavy chain OS Homo sapiens GN KIF5B PE 1 SV 1,0,0,0,0,0,0,0,15.5937,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.417609091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KLC3_HUMAN,Q6P597,Kinesin light chain 3 OS Homo sapiens GN KLC3 PE 1 SV 2,0,0,0,0,0,4.3348,0,0,0,0,0,2.2518,0,0,0,0,0,0.722466667,223.6067977,#DIV/0!,0.204709091,316.227766,#DIV/0!,28.33474544,HEART,PROT,HUMAN
KLD8B_HUMAN,Q8IXV7,Kelch domain containing protein 8B OS Homo sapiens GN KLHDC8B PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,5.354,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.486727273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KLH18_HUMAN,O94889,Kelch like protein 18 OS Homo sapiens GN KLHL18 PE 2 SV 3,0,0,0,0,11.3694,0,0,0,0,0,0,0,0,0,0,0,0,1.8949,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
KLH33_HUMAN,A6NCF5,Kelch like protein 33 OS Homo sapiens GN KLHL33 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3066,0,0,#DIV/0!,#DIV/0!,0.755145455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KLHL5_HUMAN,Q96PQ7,Kelch like protein 5 OS Homo sapiens GN KLHL5 PE 2 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1904,0,0,0,0,#DIV/0!,#DIV/0!,1.744581818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KLK14_HUMAN,Q9P0G3,Kallikrein 14 OS Homo sapiens GN KLK14 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9861,0,#DIV/0!,#DIV/0!,2.362372727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KNG1_HUMAN,P01042,Kininogen 1 OS Homo sapiens GN KNG1 PE 1 SV 2,0,0,12.3497,16.694,0,16.4292,4.9934,0,5.5614,0,5.7013,0,0,0,0,0,0,7.578816667,101.7063836,#DIV/0!,1.477827273,163.6571985,#DIV/0!,19.49944612,HEART,PROT,HUMAN
KPYM_HUMAN,P14618,Pyruvate kinase isozymes M1 M2 OS Homo sapiens GN PKM2 PE 1 SV 4,600.8478,387.6037,494.692,822.2921,601.0975,589.3588,485.7989,405.3701,486.6905,539.2383,601.1714,585.4671,338.8,625.6347,216.0207,405.486,541.1088,582.64865,22.58793696,#DIV/0!,475.5260455,24.9517479,#DIV/0!,81.61454514,HEART,PROT,HUMAN
KPYR_HUMAN,P30613,Pyruvate kinase isozymes R L OS Homo sapiens GN PKLR PE 1 SV 2,12.4635,5.4595,12.1599,5.2407,1.7727,0,0,0,0,9.6966,14.477,5.9695,0,13.0907,0,0,0,6.182716667,76.50992093,#DIV/0!,3.930345455,141.5955311,#DIV/0!,63.5698782,HEART,PROT,HUMAN
KRT35_HUMAN,Q92764,Keratin type I cuticular Ha5 OS Homo sapiens GN KRT35 PE 2 SV 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6527,0,0,0,#DIV/0!,#DIV/0!,0.241154545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KRT84_HUMAN,Q9NSB2,Keratin type II cuticular Hb4 OS Homo sapiens GN KRT84 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2457,0,0,0,#DIV/0!,#DIV/0!,0.295063636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KRT85_HUMAN,P78386,Keratin type II cuticular Hb5 OS Homo sapiens GN KRT85 PE 1 SV 1,0,0,0,0,0,0,0,0,0,2.946,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.267818182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KRT86_HUMAN,O43790,Keratin type II cuticular Hb6 OS Homo sapiens GN KRT86 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,25.2419,0,3.9824,0,0,#DIV/0!,#DIV/0!,2.656754545,272.2239288,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KS6B2_HUMAN,Q9UBS0,Ribosomal protein S6 kinase beta 2 OS Homo sapiens GN RPS6KB2 PE 1 SV 2,0,0,0,9.8276,0,0,0,0,0,0,0,0,0,2.5138,0,0,0,1.637933333,223.6067977,#DIV/0!,0.228527273,316.227766,#DIV/0!,13.95217181,HEART,PROT,HUMAN
KT33B_HUMAN,Q14525,Keratin type I cuticular Ha3 II OS Homo sapiens GN KRT33B PE 2 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4315,0,0,0,#DIV/0!,#DIV/0!,0.039227273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KV101_HUMAN,P01593,Ig kappa chain V I region AG OS Homo sapiens PE 1 SV 1,0,0,7.0683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17805,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
KV103_HUMAN,P01595,Ig kappa chain V I region Bi OS Homo sapiens PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1327,0,#DIV/0!,#DIV/0!,0.648427273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KV302_HUMAN,P01620,Ig kappa chain V III region SIE OS Homo sapiens PE 1 SV 1,0,0,0,8.9426,0,0,0,0,0,13.7879,28.3212,0,0,0,0,0,0,1.490433333,223.6067977,#DIV/0!,3.8281,227.0495043,#DIV/0!,256.8447655,HEART,PROT,HUMAN
KV304_HUMAN,P01622,Ig kappa chain V III region Ti OS Homo sapiens PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,36.4236,0,0,3.1669,0,#DIV/0!,#DIV/0!,3.599136364,289.498855,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KV305_HUMAN,P01623,Ig kappa chain V III region WOL OS Homo sapiens PE 1 SV 1,0,0,0,17.0725,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845416667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
KV307_HUMAN,P04206,Ig kappa chain V III region GOL OS Homo sapiens PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2075,0,#DIV/0!,#DIV/0!,1.291590909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KV313_HUMAN,P18136,Ig kappa chain V III region HIC OS Homo sapiens PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.457,0,#DIV/0!,#DIV/0!,0.496090909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
KV402_HUMAN,P01625,Ig kappa chain V IV region Len OS Homo sapiens PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7648,0,#DIV/0!,#DIV/0!,1.342254545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
L12R1_HUMAN,Q969J3,Loss of heterozygosity 12 chromosomal region 1 protein OS Homo sapiens GN LOH12CR1 PE 1 SV 1,9.2854,0,0,1.7127,0,0,0,0,0,0,0,0,0,0,0,0,0,1.833016667,184.99426,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LAC1_HUMAN,P0CG04,Ig lambda 1 chain C regions OS Homo sapiens GN IGLC1 PE 1 SV 1,10.2467,0,8.4989,36.8239,0,8.5594,94.762,0,0,3.1895,89.766,1.7769,0,152.7577,12.8782,34.3617,141.774,10.68815,115.922598,#DIV/0!,48.29690909,118.7359691,#DIV/0!,451.8734214,HEART,PROT,HUMAN
LAC2_HUMAN,P0CG05,Ig lambda 2 chain C regions OS Homo sapiens GN IGLC2 PE 1 SV 1,8.3153,146.1511,157.0911,46.0758,0,126.0563,23.3868,59.173,109.1116,113.5907,19.9422,71.3639,0,365.6179,118.843,0,214.4452,80.61493333,80.27553951,#DIV/0!,99.58857273,104.456508,#DIV/0!,123.5361348,HEART,PROT,HUMAN
LAC3_HUMAN,P0CG06,Ig lambda 3 chain C regions OS Homo sapiens GN IGLC3 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,185.1053,11.688,0,10.9136,0,53.8561,69.8069,0,#DIV/0!,#DIV/0!,30.12453636,179.9107789,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LAC6_HUMAN,P0CF74,Ig lambda 6 chain C region OS Homo sapiens GN IGLC6 PE 4 SV 1,0,0,0,0,0,0,0,0,0,6.1203,0,0,0,106.4625,0,0,0,0,#DIV/0!,#DIV/0!,10.2348,297.8093037,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LANC1_HUMAN,O43813,LanC like protein 1 OS Homo sapiens GN LANCL1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,8.4539,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.768536364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LATH_HUMAN,Q86YQ2,Putative latherin OS Homo sapiens GN LATH PE 5 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,106.2433,0,0,0,0,0,#DIV/0!,#DIV/0!,9.658481818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LC7L2_HUMAN,Q9Y383,Putative RNA binding protein Luc7 like 2 OS Homo sapiens GN LUC7L2 PE 1 SV 2,0,0,3.4908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5818,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LCOR_HUMAN,Q96JN0,Ligand dependent corepressor OS Homo sapiens GN LCOR PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2545,0,#DIV/0!,#DIV/0!,1.114045455,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LDB3_HUMAN,O75112,LIM domain binding protein 3 OS Homo sapiens GN LDB3 PE 1 SV 2,71.6294,98.3461,143.6545,114.8741,203.8669,96.9341,178.9369,206.2208,231.5901,173.5221,182.0006,339.7194,179.0025,277.9877,97.0115,230.3924,162.7165,121.55085,35.13886394,#DIV/0!,205.3727727,29.78241336,#DIV/0!,168.9603756,HEART,PROT,HUMAN
LDH6A_HUMAN,Q6ZMR3,L lactate dehydrogenase A like 6A OS Homo sapiens GN LDHAL6A PE 2 SV 1,0,3.2977,8.6123,2.9456,0,5.8692,0,0,5.4221,3.0993,22.757,0,2.0057,64.1612,27.9185,8.8124,55.4988,3.454133333,88.90651068,#DIV/0!,17.24318182,127.8283011,#DIV/0!,499.204291,HEART,PROT,HUMAN
LDH6B_HUMAN,Q9BYZ2,L lactate dehydrogenase A like 6B OS Homo sapiens GN LDHAL6B PE 1 SV 3,0,20.1102,0,0,0,0,0,0,0,0,0,12.3459,0,0,0,0,0,3.3517,223.6067977,#DIV/0!,1.122354545,316.227766,#DIV/0!,33.4861278,HEART,PROT,HUMAN
LDHA_HUMAN,P00338,L lactate dehydrogenase A chain OS Homo sapiens GN LDHA PE 1 SV 2,86.8797,82.046,13.831,162.3846,45.7016,87.3331,25.776,14.239,38.6776,48.4156,20.8789,67.0996,16.226,38.224,8.9845,14.971,45.3052,79.696,57.14977589,#DIV/0!,30.79976364,56.17065942,#DIV/0!,38.64656148,HEART,PROT,HUMAN
LDHB_HUMAN,P07195,L lactate dehydrogenase B chain OS Homo sapiens GN LDHB PE 1 SV 2,1676.6878,853.1467,948.4041,1342.8258,909.2354,971.7867,790.1994,1027.2253,714.9766,874.479,1123.3179,1013.5113,671.7738,952.563,393.1718,705.7122,714.4905,1117.014417,26.52057209,#DIV/0!,816.4928,24.30111046,#DIV/0!,73.09599481,HEART,PROT,HUMAN
LDHC_HUMAN,P07864,L lactate dehydrogenase C chain OS Homo sapiens GN LDHC PE 2 SV 4,0.5867,0,1.6521,0,0,0,6.912,0,0,0.7475,0,4.7205,0,0,0,0,11.1886,0.373133333,163.6882751,#DIV/0!,2.1426,169.6296642,#DIV/0!,574.2183312,HEART,PROT,HUMAN
LEG1_HUMAN,P09382,Galectin 1 OS Homo sapiens GN LGALS1 PE 1 SV 2,22.8184,44.3086,20.5617,103.7175,35.6341,66.3126,32.0982,21.5781,22.079,9.7048,10.0076,31.3324,28.445,32.4764,7.1981,67.601,20.2335,48.89215,58.97549104,#DIV/0!,25.70491818,61.91479982,#DIV/0!,52.57473476,HEART,PROT,HUMAN
LEG9_HUMAN,O00182,Galectin 9 OS Homo sapiens GN LGALS9 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9776,0,#DIV/0!,#DIV/0!,0.725236364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LEO1_HUMAN,Q8WVC0,RNA polymerase associated protein LEO1 OS Homo sapiens GN LEO1 PE 1 SV 1,0,0,0,2.3714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395233333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LEP_HUMAN,P41159,Leptin OS Homo sapiens GN LEP PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,20.8518,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.895618182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LG3BP_HUMAN,Q08380,Galectin 3 binding protein OS Homo sapiens GN LGALS3BP PE 1 SV 1,0,4.5947,0,22.7773,0,0,0,4.1266,0,18.009,5.6066,0,0,0,0,0,0,4.562,182.3127326,#DIV/0!,2.522018182,208.0406052,#DIV/0!,55.28316926,HEART,PROT,HUMAN
LGUL_HUMAN,Q04760,Lactoylglutathione lyase OS Homo sapiens GN GLO1 PE 1 SV 4,0,0,0,5.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8665,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LHX3_HUMAN,Q9UBR4,LIM homeobox protein Lhx3 OS Homo sapiens GN LHX3 PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,20.1057,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.827790909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LHX4_HUMAN,Q969G2,LIM homeobox protein Lhx4 OS Homo sapiens GN LHX4 PE 1 SV 2,0,0,0,0,0,0,0,17.8421,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.622009091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LIPB1_HUMAN,Q86W92,Liprin beta 1 OS Homo sapiens GN PPFIBP1 PE 1 SV 2,0,2.7751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462516667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LIPH_HUMAN,Q8WWY8,Lipase member H OS Homo sapiens GN LIPH PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,4.0844,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.371309091,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LIS1_HUMAN,P43034,Platelet activating factor acetylhydrolase IB subunit alpha OS Homo sapiens GN PAFAH1B1 PE 1 SV 2,0,0,2.4798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4133,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LKHA4_HUMAN,P09960,Leukotriene A 4 hydrolase OS Homo sapiens GN LTA4H PE 1 SV 2,0,0,0,0,0,3.9775,0,0,0,0,0,0,0,0,0,0,0,0.662916667,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LMCD1_HUMAN,Q9NZU5,LIM and cysteine rich domains protein 1 OS Homo sapiens GN LMCD1 PE 1 SV 1,0,0,0,0,3.7524,0,0,0,0,0,0,0,0,0,0,0,0,0.6254,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LMNA_HUMAN,P02545,Prelamin A C OS Homo sapiens GN LMNA PE 1 SV 1,0,0,48.5118,0,2.393,0,3.5325,0,0,0,0,0,0,10.3933,0,7.4963,7.8324,8.484133333,211.244093,#DIV/0!,2.6595,143.5113625,#DIV/0!,31.34674923,HEART,PROT,HUMAN
LMNB2_HUMAN,Q03252,Lamin B2 OS Homo sapiens GN LMNB2 PE 1 SV 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.816,0,#DIV/0!,#DIV/0!,0.983272727,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRC14_HUMAN,Q15048,Leucine rich repeat containing protein 14 OS Homo sapiens GN LRRC14 PE 2 SV 1,0,0,0,0,22.6406,0,0,0,0,0,0,0,0,0,0,0,0,3.773433333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
LRC20_HUMAN,Q8TCA0,Leucine rich repeat containing protein 20 OS Homo sapiens GN LRRC20 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,6.6413,0,0,0,0,0,#DIV/0!,#DIV/0!,0.603754545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRC29_HUMAN,Q8WV35,Leucine rich repeat containing protein 29 OS Homo sapiens GN LRRC29 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1482,0,0,0,#DIV/0!,#DIV/0!,0.922563636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRC39_HUMAN,Q96DD0,Leucine rich repeat containing protein 39 OS Homo sapiens GN LRRC39 PE 2 SV 1,0,0,0,0,0,0,0,0,0,3.9841,0,0,0,0,52.7683,0,0,0,#DIV/0!,#DIV/0!,5.159309091,292.6429517,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRC42_HUMAN,Q9Y546,Leucine rich repeat containing protein 42 OS Homo sapiens GN LRRC42 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3655,0,0,0,#DIV/0!,#DIV/0!,3.7605,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRC47_HUMAN,Q8N1G4,Leucine rich repeat containing protein 47 OS Homo sapiens GN LRRC47 PE 1 SV 1,8.5086,0,0,0,0,0,0,0,0,0,2.4151,0,0,0,0,0,0,1.4181,223.6067977,#DIV/0!,0.219554545,316.227766,#DIV/0!,15.48230347,HEART,PROT,HUMAN
LRC48_HUMAN,Q9H069,Leucine rich repeat containing protein 48 OS Homo sapiens GN LRRC48 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4204,0,0,0,0,#DIV/0!,#DIV/0!,0.129127273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRC61_HUMAN,Q9BV99,Leucine rich repeat containing protein 61 OS Homo sapiens GN LRRC61 PE 2 SV 1,0,0,0,0,0,0,0,0,20.2176,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,1.837963636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRRF1_HUMAN,Q32MZ4,Leucine rich repeat flightless interacting protein 1 OS Homo sapiens GN LRRFIP1 PE 1 SV 2,0,0,0,0,0,0,0,0,55.1223,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,5.011118182,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRRF2_HUMAN,Q9Y608,Leucine rich repeat flightless interacting protein 2 OS Homo sapiens GN LRRFIP2 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.3324,0,#DIV/0!,#DIV/0!,3.484763636,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LRRN1_HUMAN,Q6UXK5,Leucine rich repeat neuronal protein 1 OS Homo sapiens GN LRRN1 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1835,0,0,#DIV/0!,#DIV/0!,1.016681818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LUM_HUMAN,P51884,Lumican OS Homo sapiens GN LUM PE 1 SV 2,2.0652,0,0,0,0,0,36.8975,28.1195,8.284,0,4.092,40.6246,0,25.1095,18.6268,3.1233,367.6202,0.3442,223.6067977,#DIV/0!,48.40885455,210.5192934,#DIV/0!,14064.1646,HEART,PROT,HUMAN
LV501_HUMAN,P01719,Ig lambda chain V V region DEL OS Homo sapiens PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,1.4684,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.133490909,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
LYPA1_HUMAN,O75608,Acyl protein thioesterase 1 OS Homo sapiens GN LYPLA1 PE 1 SV 1,0,6.157,0,0,0,0,0,0,0,13.8374,0,0,0,0,0,0,0,1.026166667,223.6067977,#DIV/0!,1.257945455,316.227766,#DIV/0!,122.5868561,HEART,PROT,HUMAN
LYZL4_HUMAN,Q96KX0,Lysozyme like protein 4 OS Homo sapiens GN LYZL4 PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0711,0,0,0,#DIV/0!,#DIV/0!,0.3701,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
M2OM_HUMAN,Q02978,Mitochondrial 2 oxoglutarate malate carrier protein OS Homo sapiens GN SLC25A11 PE 1 SV 3,36.7934,123.574,51.8602,74.2775,109.7932,43.7255,5.3978,0,39.7724,20.8346,76.7482,38.8273,18.2337,28.7875,8.3004,15.3594,0,73.3373,44.97422722,#DIV/0!,22.93284545,94.11160307,#DIV/0!,31.27037054,HEART,PROT,HUMAN
M4A6A_HUMAN,Q9H2W1,Membrane spanning 4 domains subfamily A member 6A OS Homo sapiens GN MS4A6A PE 2 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6015,0,0,0,#DIV/0!,#DIV/0!,0.509227273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
MA7D3_HUMAN,Q8IWC1,MAP7 domain containing protein 3 OS Homo sapiens GN MAP7D3 PE 1 SV 2,0,0,0,0,0,4.3979,0,0,0,0,0,0,0,0,0,0,0,0.732983333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
MACOI_HUMAN,Q8N5G2,Macoilin OS Homo sapiens GN TMEM57 PE 1 SV 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7775,0,0,0,#DIV/0!,#DIV/0!,2.070681818,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
MAGBH_HUMAN,A8MXT2,Melanoma associated antigen B17 OS Homo sapiens GN MAGEB17 PE 4 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0703,0,#DIV/0!,#DIV/0!,0.642754545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
MALD3_HUMAN,Q96A59,MARVEL domain containing protein 3 OS Homo sapiens GN MARVELD3 PE 2 SV 3,0,0,0,0,0,0.5735,0,0,0,0,0,0,0,0,0,0,0,0.095583333,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
MAOM_HUMAN,P23368,NAD dependent malic enzyme mitochondrial OS Homo sapiens GN ME2 PE 1 SV 1,0,4.0698,0,0,0,0,0,0,0,9.2323,0,0,0,0,0,0,0,0.6783,223.6067977,#DIV/0!,0.8393,316.227766,#DIV/0!,123.7358101,HEART,PROT,HUMAN
MAP4_HUMAN,P27816,Microtubule associated protein 4 OS Homo sapiens GN MAP4 PE 1 SV 3,0,0,0,0,30.7165,0,0,0,0,23.9366,0,0,0,0,0,0,0,5.119416667,223.6067977,#DIV/0!,2.176054545,316.227766,#DIV/0!,42.50590814,HEART,PROT,HUMAN
MAP9_HUMAN,Q49MG5,Microtubule associated protein 9 OS Homo sapiens GN MAP9 PE 1 SV 3,0,1.0512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1752,223.6067977,#DIV/0!,0,#DIV/0!,#DIV/0!,0,HEART,PROT,HUMAN
MARCS_HUMAN,P29966,Myristoylated alanine rich C kinase substrate OS Homo sapiens GN MARCKS PE 1 SV 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5497,0,0,#DIV/0!,#DIV/0!,0.686336364,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
MBD6_HUMAN,Q96DN6,Methyl CpG binding domain protein 6 OS Homo sapiens GN MBD6 PE 2 SV 2,0,0,0,0,0,0,0,0,0,0,5.4574,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,0.496127273,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
MCCA_HUMAN,Q96RQ3,Methylcrotonoyl CoA carboxylase subunit alpha mitochondrial OS Homo sapiens GN MCCC1 PE 1 SV 3,0,0,0,0,0,4.1515,0,0,0,0,10.3089,0,0,0,0,0,0,0.691916667,223.6067977,#DIV/0!,0.937172727,316.227766,#DIV/0!,135.4458958,HEART,PROT,HUMAN
MCCB_HUMAN,Q9HCC0,Methylcrotonoyl CoA carboxylase beta chain mitochondrial OS Homo sapiens GN MCCC2 PE 1 SV 1,20.6396,14.8365,0,6.1433,0,6.8244,0,0,0,0,0,0,0,0,7.5053,0,0,8.073966667,93.13766841,#DIV/0!,0.6823,316.227766,#DIV/0!,8.450617004,HEART,PROT,HUMAN
MCMBP_HUMAN,Q9BTE3,Mini chromosome maintenance complex binding protein OS Homo sapiens GN MCMBP PE 1 SV 2,0,0,0,0,0,0,0,0,0,0,0,0,32.4803,0,0,0,0,0,#DIV/0!,#DIV/0!,2.952754545,316.227766,#DIV/0!,#DIV/0!,HEART,PROT,HUMAN
